Order_ID,Order_Date,Region,Category,Product,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit
ORD-0797,2025-02-23,Southeast,Furniture,Desk Lamp,11,39.99,0,439.89,198.0,241.89
ORD-0798,2025-12-18,Southeast,Technology,USB-C Hub,12,44.99,0,539.88,240.0,299.88
ORD-0799,2025-01-20,Northeast,Technology,Laptop Stand,3,54.99,0,164.97,84.0,80.97
ORD-0800,2025-10-13,Northeast,Furniture,Standing Desk,5,329.99,0.05,1567.45,1025.0,542.45
ORD-0801,2025-07-18,West,Furniture,Desk Lamp,7,39.99,0,279.93,126.0,153.93
ORD-0802,2025-01-09,West,Furniture,Office Chair,9,189.99,0,1709.91,945.0,764.91
ORD-0803,2025-11-25,Northeast,Furniture,Office Chair,12,189.99,0,2279.88,1260.0,1019.88
ORD-0804,2025-07-03,Northeast,Office Supplies,Printer Paper,10,11.99,0,119.9,50.0,69.9
ORD-0805,2025-05-25,West,Office Supplies,Gel Pen Set,11,9.99,0,109.89,38.5,71.39
ORD-0806,2025-08-31,Southeast,Furniture,Standing Desk,3,329.99,0.15,841.47,615.0,226.47
ORD-0807,2025-07-20,Central,Furniture,Standing Desk,5,329.99,0.15,1402.46,1025.0,377.46
ORD-0808,2025-11-28,Central,Technology,Wireless Mouse,2,29.99,0,59.98,26.0,33.98
ORD-0809,2025-01-03,West,Furniture,Office Chair,5,189.99,0,949.95,525.0,424.95
ORD-0810,2025-06-26,Southeast,Office Supplies,Desk Organizer,3,24.99,0,74.97,30.0,44.97
ORD-0811,2025-04-24,Central,Technology,Laptop Stand,3,54.99,0.15,140.22,84.0,56.22
ORD-0812,2025-10-18,Northeast,Furniture,Desk Lamp,11,39.99,0.1,395.9,198.0,197.9
ORD-0813,2025-02-07,Central,Furniture,Office Chair,5,189.99,0,949.95,525.0,424.95
ORD-0814,2025-04-12,West,Office Supplies,Printer Paper,3,11.99,0.15,30.57,15.0,15.57
ORD-0815,2025-12-02,Southeast,Technology,Mechanical Keyboard,10,79.99,0,799.9,390.0,409.9
ORD-0816,2025-04-10,Central,Office Supplies,Gel Pen Set,6,9.99,0.1,53.95,21.0,32.95
ORD-0817,2025-12-04,Central,Furniture,Standing Desk,10,329.99,0.1,2969.91,2050.0,919.91
ORD-0818,2025-07-06,Central,Office Supplies,Desk Organizer,1,24.99,0,24.99,10.0,14.99
ORD-0819,2025-05-07,Southeast,Furniture,Desk Lamp,5,39.99,0,199.95,90.0,109.95
ORD-0820,2025-03-10,Central,Office Supplies,Gel Pen Set,8,9.99,0,79.92,28.0,51.92
ORD-0821,2025-06-06,West,Furniture,Office Chair,3,189.99,0.15,484.47,315.0,169.47
ORD-0822,2025-11-07,Northeast,Office Supplies,Desk Organizer,9,24.99,0,224.91,90.0,134.91
ORD-0823,2025-05-15,Northeast,Furniture,Office Chair,1,189.99,0.1,170.99,105.0,65.99
ORD-0824,2025-11-20,Northeast,Furniture,Desk Lamp,10,39.99,0,399.9,180.0,219.9
ORD-0825,2025-01-19,Central,Furniture,Desk Lamp,11,39.99,0,439.89,198.0,241.89
ORD-0826,2025-07-07,West,Technology,Mechanical Keyboard,3,79.99,0.05,227.97,117.0,110.97
ORD-0827,2025-09-14,Northeast,Office Supplies,Printer Paper,9,11.99,0,107.91,45.0,62.91
ORD-0828,2025-12-06,Southeast,Furniture,Standing Desk,9,329.99,0,2969.91,1845.0,1124.91
ORD-0829,2025-08-17,Southeast,Technology,Wireless Mouse,12,29.99,0.15,305.9,156.0,149.9
ORD-0830,2025-09-05,Central,Technology,Wireless Mouse,8,29.99,0,239.92,104.0,135.92
ORD-0831,2025-02-02,Central,Office Supplies,Desk Organizer,1,24.99,0.15,21.24,10.0,11.24
ORD-0832,2025-04-16,Central,Office Supplies,Gel Pen Set,8,9.99,0,79.92,28.0,51.92
ORD-0833,2025-01-21,Central,Technology,Mechanical Keyboard,12,79.99,0,959.88,468.0,491.88
ORD-0834,2025-10-24,Southeast,Office Supplies,Gel Pen Set,6,9.99,0.1,53.95,21.0,32.95
ORD-0835,2025-12-01,Northeast,Furniture,Bookshelf,7,119.99,0,839.93,476.0,363.93
ORD-0836,2025-09-22,West,Office Supplies,Printer Paper,8,11.99,0.05,91.12,40.0,51.12
ORD-0837,2025-11-06,Northeast,Furniture,Standing Desk,8,329.99,0,2639.92,1640.0,999.92
ORD-0838,2025-04-28,Northeast,Furniture,Bookshelf,4,119.99,0,479.96,272.0,207.96
ORD-0839,2025-04-06,Southeast,Office Supplies,Notebook Pack,11,14.99,0,164.89,66.0,98.89
ORD-0840,2025-08-01,Central,Furniture,Office Chair,8,189.99,0.15,1291.93,840.0,451.93
ORD-0841,2025-09-03,West,Technology,Wireless Mouse,11,29.99,0.05,313.4,143.0,170.4
ORD-0842,2025-01-12,Southeast,Technology,Wireless Mouse,10,29.99,0.1,269.91,130.0,139.91
ORD-0843,2025-03-24,Southeast,Furniture,Office Chair,10,189.99,0,1899.9,1050.0,849.9
ORD-0844,2025-01-29,Southeast,Office Supplies,Desk Organizer,9,24.99,0.05,213.66,90.0,123.66
ORD-0845,2025-11-03,Northeast,Furniture,Bookshelf,2,119.99,0,239.98,136.0,103.98
ORD-0846,2025-08-18,West,Office Supplies,Desk Organizer,4,24.99,0.05,94.96,40.0,54.96
ORD-0847,2025-11-04,Southeast,Furniture,Standing Desk,10,329.99,0.15,2804.91,2050.0,754.91
ORD-0848,2025-09-19,Central,Technology,Mechanical Keyboard,8,79.99,0.1,575.93,312.0,263.93
ORD-0849,2025-10-30,Northeast,Technology,USB-C Hub,7,44.99,0,314.93,140.0,174.93
ORD-0850,2025-02-25,Northeast,Technology,USB-C Hub,3,44.99,0.1,121.47,60.0,61.47
ORD-0851,2025-02-19,Southeast,Office Supplies,Notebook Pack,9,14.99,0.1,121.42,54.0,67.42
ORD-0852,2025-03-02,Northeast,Office Supplies,Desk Organizer,10,24.99,0.1,224.91,100.0,124.91
ORD-0853,2025-01-01,West,Furniture,Desk Lamp,6,39.99,0,239.94,108.0,131.94
ORD-0854,2025-12-24,West,Technology,USB-C Hub,7,44.99,0,314.93,140.0,174.93
ORD-0855,2025-10-29,Northeast,Office Supplies,Desk Organizer,5,24.99,0.05,118.7,50.0,68.7
ORD-0856,2025-04-30,Northeast,Office Supplies,Gel Pen Set,5,9.99,0,49.95,17.5,32.45
ORD-0857,2025-01-03,Northeast,Furniture,Office Chair,9,189.99,0,1709.91,945.0,764.91
ORD-0858,2025-07-12,Southeast,Furniture,Bookshelf,7,119.99,0,839.93,476.0,363.93
ORD-0859,2025-02-24,Southeast,Office Supplies,Printer Paper,5,11.99,0.1,53.96,25.0,28.96
ORD-0860,2025-08-05,Central,Furniture,Bookshelf,11,119.99,0.05,1253.9,748.0,505.9
ORD-0861,2025-04-15,West,Furniture,Desk Lamp,3,39.99,0,119.97,54.0,65.97
ORD-0862,2025-10-14,West,Office Supplies,Printer Paper,10,11.99,0,119.9,50.0,69.9
ORD-0863,2025-12-28,West,Furniture,Standing Desk,11,329.99,0,3629.89,2255.0,1374.89
ORD-0864,2025-04-28,West,Furniture,Standing Desk,2,329.99,0,659.98,410.0,249.98
ORD-0865,2025-09-18,West,Office Supplies,Notebook Pack,3,14.99,0.05,42.72,18.0,24.72
ORD-0866,2025-11-22,Northeast,Technology,Wireless Mouse,8,29.99,0.1,215.93,104.0,111.93
ORD-0867,2025-08-11,Northeast,Technology,Mechanical Keyboard,4,79.99,0,319.96,156.0,163.96
ORD-0868,2025-02-10,Northeast,Furniture,Desk Lamp,7,39.99,0.1,251.94,126.0,125.94
ORD-0869,2025-12-02,Central,Furniture,Office Chair,3,189.99,0.15,484.47,315.0,169.47
ORD-0870,2025-09-11,West,Technology,Wireless Mouse,11,29.99,0.1,296.9,143.0,153.9
ORD-0871,2025-05-27,Southeast,Technology,Wireless Mouse,10,29.99,0,299.9,130.0,169.9
ORD-0872,2025-12-12,Northeast,Office Supplies,Desk Organizer,11,24.99,0,274.89,110.0,164.89
ORD-0873,2025-03-22,Northeast,Office Supplies,Gel Pen Set,6,9.99,0.15,50.95,21.0,29.95
ORD-0874,2025-07-22,West,Furniture,Standing Desk,9,329.99,0,2969.91,1845.0,1124.91
ORD-0875,2025-12-27,Northeast,Technology,Mechanical Keyboard,12,79.99,0.1,863.89,468.0,395.89
ORD-0876,2025-10-26,Central,Office Supplies,Printer Paper,4,11.99,0.1,43.16,20.0,23.16
ORD-0877,2025-04-10,West,Office Supplies,Notebook Pack,5,14.99,0,74.95,30.0,44.95
ORD-0878,2025-07-28,Northeast,Furniture,Office Chair,9,189.99,0,1709.91,945.0,764.91
ORD-0879,2025-06-24,Northeast,Furniture,Bookshelf,9,119.99,0.1,971.92,612.0,359.92
ORD-0880,2025-05-09,West,Office Supplies,Gel Pen Set,4,9.99,0,39.96,14.0,25.96
ORD-0881,2025-08-23,West,Furniture,Office Chair,8,189.99,0,1519.92,840.0,679.92
ORD-0882,2025-05-13,Northeast,Office Supplies,Desk Organizer,11,24.99,0.15,233.66,110.0,123.66
ORD-0883,2025-04-28,Central,Office Supplies,Printer Paper,9,11.99,0.1,97.12,45.0,52.12
ORD-0884,2025-01-05,Central,Technology,Mechanical Keyboard,2,79.99,0.05,151.98,78.0,73.98
ORD-0885,2025-12-11,Central,Technology,Wireless Mouse,8,29.99,0,239.92,104.0,135.92
ORD-0886,2025-07-01,Southeast,Furniture,Bookshelf,3,119.99,0.15,305.97,204.0,101.97
ORD-0887,2025-12-16,Southeast,Office Supplies,Desk Organizer,4,24.99,0.15,84.97,40.0,44.97
ORD-0888,2025-05-04,Central,Technology,Wireless Mouse,4,29.99,0,119.96,52.0,67.96
ORD-0889,2025-11-13,Central,Technology,Laptop Stand,2,54.99,0,109.98,56.0,53.98
ORD-0890,2025-12-13,West,Furniture,Office Chair,9,189.99,0,1709.91,945.0,764.91
ORD-0891,2025-09-04,Central,Furniture,Bookshelf,8,119.99,0.1,863.93,544.0,319.93
ORD-0892,2025-05-21,West,Technology,Mechanical Keyboard,7,79.99,0,559.93,273.0,286.93
ORD-0893,2025-10-23,Southeast,Technology,USB-C Hub,8,44.99,0.1,323.93,160.0,163.93
ORD-0894,2025-01-17,Central,Office Supplies,Desk Organizer,8,24.99,0,199.92,80.0,119.92
ORD-0895,2025-12-24,West,Office Supplies,Notebook Pack,1,14.99,0.15,12.74,6.0,6.74
ORD-0896,2025-04-18,West,Furniture,Office Chair,6,189.99,0,1139.94,630.0,509.94
ORD-0897,2025-11-10,Central,Technology,Mechanical Keyboard,4,79.99,0,319.96,156.0,163.96
ORD-0898,2025-08-30,Central,Office Supplies,Desk Organizer,8,24.99,0.05,189.92,80.0,109.92
ORD-0899,2025-04-18,West,Furniture,Bookshelf,6,119.99,0.05,683.94,408.0,275.94
ORD-0900,2025-05-24,West,Technology,Wireless Mouse,10,29.99,0.15,254.91,130.0,124.91
ORD-0901,2025-04-28,Northeast,Furniture,Bookshelf,4,119.99,0.1,431.96,272.0,159.96
ORD-0902,2025-08-10,West,Technology,Wireless Mouse,12,29.99,0,359.88,156.0,203.88
ORD-0903,2025-08-31,Northeast,Technology,USB-C Hub,8,44.99,0,359.92,160.0,199.92
ORD-0904,2025-11-19,Central,Office Supplies,Printer Paper,5,11.99,0.1,53.96,25.0,28.96
ORD-0905,2025-10-18,Northeast,Office Supplies,Notebook Pack,12,14.99,0,179.88,72.0,107.88
ORD-0906,2025-01-31,Southeast,Office Supplies,Gel Pen Set,11,9.99,0,109.89,38.5,71.39
ORD-0907,2025-08-19,Central,Office Supplies,Printer Paper,6,11.99,0.1,64.75,30.0,34.75
ORD-0908,2025-10-13,Central,Office Supplies,Notebook Pack,7,14.99,0,104.93,42.0,62.93
ORD-0909,2025-06-29,Southeast,Furniture,Standing Desk,5,329.99,0,1649.95,1025.0,624.95
ORD-0910,2025-06-16,West,Furniture,Desk Lamp,2,39.99,0.05,75.98,36.0,39.98
ORD-0911,2025-11-11,Central,Office Supplies,Desk Organizer,3,24.99,0.15,63.72,30.0,33.72
ORD-0912,2025-06-22,West,Furniture,Desk Lamp,2,39.99,0,79.98,36.0,43.98
ORD-0913,2025-03-24,Central,Technology,Mechanical Keyboard,6,79.99,0.15,407.95,234.0,173.95
ORD-0914,2025-05-30,Central,Furniture,Desk Lamp,5,39.99,0.05,189.95,90.0,99.95
ORD-0915,2025-07-05,West,Office Supplies,Desk Organizer,3,24.99,0,74.97,30.0,44.97
ORD-0916,2025-03-06,Southeast,Furniture,Bookshelf,12,119.99,0.15,1223.9,816.0,407.9
ORD-0917,2025-02-10,Southeast,Technology,USB-C Hub,2,44.99,0,89.98,40.0,49.98
ORD-0918,2025-02-02,West,Furniture,Office Chair,1,189.99,0.05,180.49,105.0,75.49
ORD-0919,2025-09-26,Northeast,Technology,Mechanical Keyboard,10,79.99,0,799.9,390.0,409.9
ORD-0920,2025-02-13,West,Office Supplies,Desk Organizer,4,24.99,0.15,84.97,40.0,44.97
ORD-0921,2025-05-26,West,Furniture,Standing Desk,3,329.99,0.1,890.97,615.0,275.97
ORD-0922,2025-03-29,Northeast,Technology,Mechanical Keyboard,6,79.99,0.05,455.94,234.0,221.94
ORD-0923,2025-08-28,Central,Furniture,Desk Lamp,3,39.99,0.15,101.97,54.0,47.97
ORD-0924,2025-10-04,Southeast,Furniture,Desk Lamp,11,39.99,0.15,373.91,198.0,175.91
ORD-0925,2025-11-22,West,Furniture,Bookshelf,6,119.99,0.05,683.94,408.0,275.94
ORD-0926,2025-10-04,Southeast,Technology,USB-C Hub,5,44.99,0,224.95,100.0,124.95
ORD-0927,2025-07-31,Central,Technology,Mechanical Keyboard,1,79.99,0,79.99,39.0,40.99
ORD-0928,2025-09-25,Southeast,Office Supplies,Printer Paper,8,11.99,0.1,86.33,40.0,46.33
ORD-0929,2025-01-05,West,Office Supplies,Printer Paper,1,11.99,0.05,11.39,5.0,6.39
ORD-0930,2025-05-30,Southeast,Technology,Mechanical Keyboard,4,79.99,0.05,303.96,156.0,147.96
ORD-0931,2025-10-15,West,Office Supplies,Desk Organizer,3,24.99,0.15,63.72,30.0,33.72
ORD-0932,2025-11-27,West,Office Supplies,Desk Organizer,5,24.99,0,124.95,50.0,74.95
ORD-0933,2025-08-05,Southeast,Furniture,Bookshelf,5,119.99,0.15,509.96,340.0,169.96
ORD-0934,2025-09-30,Central,Office Supplies,Desk Organizer,2,24.99,0,49.98,20.0,29.98
ORD-0935,2025-03-11,Central,Technology,USB-C Hub,10,44.99,0.05,427.41,200.0,227.41
ORD-0936,2025-05-20,West,Technology,Mechanical Keyboard,1,79.99,0,79.99,39.0,40.99
ORD-0937,2025-01-26,Northeast,Technology,Laptop Stand,5,54.99,0,274.95,140.0,134.95
ORD-0938,2025-03-06,West,Furniture,Office Chair,4,189.99,0,759.96,420.0,339.96
ORD-0939,2025-03-19,Northeast,Office Supplies,Desk Organizer,6,24.99,0.05,142.44,60.0,82.44
ORD-0940,2025-06-09,West,Office Supplies,Gel Pen Set,12,9.99,0,119.88,42.0,77.88
ORD-0941,2025-06-19,Northeast,Technology,Laptop Stand,5,54.99,0.05,261.2,140.0,121.2
ORD-0942,2025-02-06,West,Technology,Wireless Mouse,5,29.99,0.05,142.45,65.0,77.45
ORD-0943,2025-01-07,Northeast,Furniture,Standing Desk,7,329.99,0.05,2194.43,1435.0,759.43
ORD-0944,2025-05-07,Northeast,Technology,USB-C Hub,12,44.99,0,539.88,240.0,299.88
ORD-0945,2025-09-24,Southeast,Office Supplies,Gel Pen Set,11,9.99,0,109.89,38.5,71.39
ORD-0946,2025-06-15,Southeast,Furniture,Office Chair,12,189.99,0.1,2051.89,1260.0,791.89
ORD-0947,2025-09-24,Northeast,Office Supplies,Gel Pen Set,11,9.99,0,109.89,38.5,71.39
ORD-0948,2025-04-12,Central,Technology,Wireless Mouse,2,29.99,0,59.98,26.0,33.98
ORD-0949,2025-11-21,West,Office Supplies,Notebook Pack,3,14.99,0,44.97,18.0,26.97
ORD-0950,2025-10-27,Northeast,Office Supplies,Desk Organizer,1,24.99,0,24.99,10.0,14.99
ORD-0951,2025-10-25,West,Furniture,Standing Desk,6,329.99,0,1979.94,1230.0,749.94
ORD-0952,2025-05-08,Southeast,Office Supplies,Notebook Pack,11,14.99,0.1,148.4,66.0,82.4
ORD-0953,2025-06-23,Northeast,Technology,Mechanical Keyboard,11,79.99,0,879.89,429.0,450.89
ORD-0954,2025-12-26,Northeast,Technology,USB-C Hub,4,44.99,0,179.96,80.0,99.96
ORD-0955,2025-10-13,Central,Office Supplies,Desk Organizer,1,24.99,0.15,21.24,10.0,11.24
ORD-0956,2025-07-13,Central,Furniture,Standing Desk,5,329.99,0,1649.95,1025.0,624.95
ORD-0957,2025-09-06,West,Furniture,Bookshelf,9,119.99,0.15,917.92,612.0,305.92
ORD-0958,2025-09-08,Southeast,Furniture,Standing Desk,9,329.99,0,2969.91,1845.0,1124.91
ORD-0959,2025-06-15,West,Office Supplies,Desk Organizer,2,24.99,0.1,44.98,20.0,24.98
ORD-0960,2025-03-21,West,Office Supplies,Printer Paper,9,11.99,0,107.91,45.0,62.91
ORD-0961,2025-08-21,Northeast,Furniture,Desk Lamp,12,39.99,0,479.88,216.0,263.88
ORD-0962,2025-01-10,Central,Furniture,Standing Desk,6,329.99,0.15,1682.95,1230.0,452.95
ORD-0963,2025-02-02,West,Technology,USB-C Hub,9,44.99,0,404.91,180.0,224.91
ORD-0964,2025-11-10,Central,Office Supplies,Gel Pen Set,11,9.99,0,109.89,38.5,71.39
ORD-0965,2025-02-26,Northeast,Furniture,Office Chair,1,189.99,0,189.99,105.0,84.99
ORD-0966,2025-04-02,Northeast,Technology,Laptop Stand,8,54.99,0,439.92,224.0,215.92
ORD-0967,2025-02-20,Northeast,Furniture,Desk Lamp,11,39.99,0.05,417.9,198.0,219.9
ORD-0968,2025-09-27,Central,Technology,Mechanical Keyboard,4,79.99,0.1,287.96,156.0,131.96
ORD-0969,2025-02-06,Northeast,Technology,USB-C Hub,2,44.99,0.05,85.48,40.0,45.48
ORD-0970,2025-11-24,Northeast,Office Supplies,Gel Pen Set,6,9.99,0.15,50.95,21.0,29.95
ORD-0971,2025-01-30,Central,Furniture,Office Chair,12,189.99,0,2279.88,1260.0,1019.88
ORD-0972,2025-06-05,Northeast,Technology,Laptop Stand,2,54.99,0.15,93.48,56.0,37.48
ORD-0973,2025-04-29,West,Technology,Wireless Mouse,9,29.99,0.15,229.42,117.0,112.42
ORD-0974,2025-05-08,Southeast,Furniture,Desk Lamp,12,39.99,0,479.88,216.0,263.88
ORD-0975,2025-11-23,Central,Furniture,Desk Lamp,12,39.99,0.15,407.9,216.0,191.9
ORD-0976,2025-08-07,Northeast,Technology,Wireless Mouse,9,29.99,0.05,256.41,117.0,139.41
ORD-0977,2025-09-16,Central,Furniture,Standing Desk,9,329.99,0.1,2672.92,1845.0,827.92
ORD-0978,2025-08-15,Central,Office Supplies,Printer Paper,6,11.99,0.05,68.34,30.0,38.34
ORD-0979,2025-11-21,West,Furniture,Bookshelf,10,119.99,0,1199.9,680.0,519.9
ORD-0980,2025-10-16,Southeast,Office Supplies,Printer Paper,6,11.99,0.05,68.34,30.0,38.34
ORD-0981,2025-08-18,West,Technology,Laptop Stand,5,54.99,0.1,247.45,140.0,107.45
ORD-0982,2025-01-09,Southeast,Office Supplies,Notebook Pack,5,14.99,0,74.95,30.0,44.95
ORD-0983,2025-04-20,Central,Technology,Mechanical Keyboard,9,79.99,0.1,647.92,351.0,296.92
ORD-0984,2025-10-12,Southeast,Technology,Laptop Stand,8,54.99,0,439.92,224.0,215.92
ORD-0985,2025-03-21,Southeast,Office Supplies,Printer Paper,10,11.99,0,119.9,50.0,69.9
ORD-0986,2025-04-30,Central,Office Supplies,Notebook Pack,10,14.99,0.05,142.41,60.0,82.41
ORD-0987,2025-10-19,Southeast,Furniture,Office Chair,12,189.99,0,2279.88,1260.0,1019.88
ORD-0988,2025-09-05,Southeast,Office Supplies,Notebook Pack,10,14.99,0.15,127.42,60.0,67.42
ORD-0989,2025-06-03,Northeast,Furniture,Desk Lamp,2,39.99,0,79.98,36.0,43.98
ORD-0990,2025-06-21,Central,Office Supplies,Gel Pen Set,2,9.99,0,19.98,7.0,12.98
ORD-0991,2025-12-01,Northeast,Furniture,Desk Lamp,1,39.99,0,39.99,18.0,21.99
ORD-0992,2025-09-26,Northeast,Office Supplies,Desk Organizer,6,24.99,0.1,134.95,60.0,74.95
ORD-0993,2025-12-24,Southeast,Technology,Laptop Stand,11,54.99,0.15,514.16,308.0,206.16
ORD-0994,2025-07-21,West,Furniture,Office Chair,4,189.99,0.05,721.96,420.0,301.96
ORD-0995,2025-05-29,West,Technology,Wireless Mouse,6,29.99,0,179.94,78.0,101.94
ORD-0996,2025-09-01,Northeast,Furniture,Desk Lamp,5,39.99,0,199.95,90.0,109.95
ORD-0997,2025-07-24,West,Furniture,Standing Desk,3,329.99,0.05,940.47,615.0,325.47
ORD-0998,2025-10-14,Southeast,Office Supplies,Gel Pen Set,11,9.99,0.1,98.9,38.5,60.4
ORD-0999,2025-04-11,Southeast,Technology,Laptop Stand,5,54.99,0.05,261.2,140.0,121.2
ORD-1000,2025-06-15,Northeast,Technology,USB-C Hub,7,44.99,0,314.93,140.0,174.93
